mid,event_type,from_team,time
8028,3,radiant,43
8029,3,radiant,65
8030,3,radiant,-9
8031,3,radiant,221
8032,3,radiant,7
8033,3,radiant,336
8034,3,radiant,71
8034,6,dire,447
8035,3,dire,226
8036,3,radiant,6
8037,3,dire,4
8037,5,radiant,567
8038,3,dire,-15
8039,3,dire,143
8040,3,dire,113
8040,6,dire,556
8040,6,radiant,559
8041,3,radiant,157
8042,3,radiant,260
8043,3,dire,177
8043,0,dire,586
8043,4,dire,586
8044,3,radiant,1
8045,3,dire,35
8045,4,dire,350
8045,0,dire,351
8045,6,radiant,529
8046,3,dire,223
8047,3,dire,181
8048,3,radiant,120
8048,6,dire,227
8048,6,dire,543
8049,3,radiant,51
8050,3,dire,5
8051,3,dire,6
8052,3,radiant,199
8053,3,dire,192
8054,3,radiant,309
8055,3,dire,9
8056,3,dire,48
8056,6,radiant,511
8057,3,dire,-8
8057,6,radiant,416
8058,3,radiant,17
8060,3,radiant,6
8061,3,dire,1
8062,3,radiant,4
8062,6,radiant,535
8062,6,dire,540
8063,3,dire,266
8064,3,radiant,49
8064,5,dire,545
8065,3,radiant,4
8066,3,radiant,43
8066,6,radiant,351
8067,3,dire,139
8067,6,dire,490
8068,3,radiant,90
8069,3,dire,8
8070,3,radiant,227
8071,3,radiant,168
8072,3,radiant,156
8072,6,radiant,560
8073,3,dire,13
8074,3,radiant,159
8074,6,radiant,444
8075,3,radiant,140
8076,3,radiant,7
8077,3,radiant,3
8078,3,radiant,68
8079,3,radiant,136
8080,3,radiant,69
8081,3,dire,185
8081,6,dire,550
8082,3,radiant,68
8085,3,dire,152
8086,3,dire,187
8086,6,dire,469
8086,6,dire,525
8087,3,radiant,113
8088,3,dire,70
8088,6,radiant,520
8089,3,radiant,121
8090,3,dire,222
8091,3,dire,249
8092,3,radiant,89
8093,3,radiant,114
8094,3,radiant,5
8094,6,dire,582
8095,3,dire,143
8096,3,dire,9
8097,3,dire,5
8098,3,dire,7
8099,3,radiant,141
8099,6,radiant,558
8100,3,dire,1
8101,3,radiant,5
8102,3,radiant,6
8103,3,dire,90
8104,3,dire,4
8105,3,radiant,190
8106,3,radiant,27
8107,3,radiant,7
8107,6,dire,521
8108,3,radiant,19
8109,3,radiant,9
8110,3,radiant,184
8111,3,radiant,148
8112,3,radiant,4
8113,3,radiant,8
8114,3,dire,4
8115,3,dire,47
8116,3,radiant,374
8117,3,radiant,-28
8118,3,dire,17
8119,3,radiant,140
8120,3,radiant,33
8121,3,radiant,153
8122,6,dire,536
8123,3,dire,32
8123,6,radiant,589
8124,3,radiant,109
8124,5,dire,592
8125,3,dire,169
8126,3,radiant,96
8126,6,radiant,426
8126,6,dire,479
8127,3,radiant,11
8128,3,radiant,2
8128,6,dire,554
8129,3,dire,71
8130,3,dire,53
8131,3,dire,113
8132,3,radiant,5
8133,3,radiant,-6
8134,3,radiant,-2
8135,3,dire,158
8136,3,dire,4
8137,3,dire,61
8138,3,radiant,-29
8139,3,radiant,105
8140,3,radiant,112
8141,3,radiant,11
8141,6,dire,509
8142,3,dire,133
8142,6,radiant,535
8142,4,dire,563
8142,0,dire,564
8143,3,radiant,72
8143,6,dire,559
8144,3,radiant,87
8144,6,radiant,537
8145,3,radiant,6
8146,3,dire,11
8147,3,radiant,184
8149,3,dire,131
8150,3,dire,48
8150,6,radiant,540
8150,6,dire,544
8151,3,dire,151
8151,5,dire,493
8151,6,radiant,600
8152,3,dire,53
8153,3,dire,151
8154,3,dire,82
8155,3,radiant,150
8156,3,dire,130
8156,6,dire,378
8157,3,dire,237
8158,3,radiant,192
8159,3,radiant,13
8160,3,radiant,2
8161,3,radiant,106
8161,6,radiant,387
8161,6,radiant,517
8162,3,radiant,173
8163,3,dire,161
8164,3,dire,132
8165,3,dire,9
8165,6,radiant,493
8166,3,dire,45
8167,3,radiant,108
8168,3,dire,106
8168,6,dire,599
8169,3,radiant,-10
8169,6,radiant,473
8170,3,radiant,5
8171,3,dire,214
8172,3,dire,-12
8173,3,radiant,127
8174,3,radiant,128
8175,3,dire,14
8176,3,radiant,38
8177,3,dire,82
8177,6,dire,482
8178,3,radiant,51
8180,3,dire,36
8180,6,radiant,441
8181,3,dire,20
8182,3,dire,7
8183,3,dire,102
8184,3,radiant,13
8185,3,radiant,26
8186,3,radiant,83
8186,6,radiant,590
8187,3,radiant,1
8188,3,dire,151
8188,6,dire,537
8189,3,dire,71
8190,3,dire,10
8191,3,dire,214
8192,3,radiant,109
8193,3,radiant,53
8194,3,dire,83
8195,3,radiant,153
8196,3,radiant,107
8197,3,radiant,-3
8198,3,radiant,120
8199,3,radiant,95
8200,3,dire,113
8201,3,dire,72
8202,4,radiant,19
8202,0,radiant,19
8202,3,dire,52
8203,3,dire,84
8204,3,dire,112
8205,3,dire,121
8206,3,dire,196
8207,3,radiant,44
8208,3,dire,7
8208,6,dire,464
8208,6,dire,549
8209,3,dire,3
8209,6,dire,594
8210,3,radiant,97
8211,3,dire,20
8212,3,dire,109
8213,6,radiant,585
8214,3,radiant,254
8215,3,dire,218
8215,6,radiant,582
8216,3,radiant,170
8217,3,dire,64
8217,6,dire,522
8217,6,radiant,525
8218,3,radiant,226
8219,3,radiant,1
8220,3,radiant,93
8221,3,radiant,51
8222,3,radiant,150
8223,3,radiant,5
8223,6,radiant,542
8224,3,radiant,146
8225,3,dire,63
8226,3,dire,8
8226,6,radiant,494
8227,3,dire,199
8228,3,dire,194
8229,3,dire,141
8230,3,radiant,106
8231,3,radiant,3
8232,3,radiant,252
8233,3,dire,212
8234,3,dire,43
8235,3,dire,76
8235,6,dire,525
8235,5,dire,546
8236,3,dire,-4
8237,3,radiant,160
8238,3,dire,107
8239,3,radiant,128
8239,5,radiant,510
8240,3,dire,5
8241,3,dire,113
8241,6,radiant,282
8242,3,radiant,-6
8243,3,dire,196
8244,3,dire,64
8245,3,radiant,129
8246,3,radiant,7
8247,3,dire,2
8248,3,dire,3
8249,3,dire,11
8250,3,dire,6
8251,3,dire,49
8251,6,radiant,563
8251,6,dire,581
8252,3,dire,32
8252,6,radiant,544
8253,3,radiant,182
8254,3,dire,4
8255,3,radiant,7
8256,3,radiant,169
8257,3,dire,33
8258,3,radiant,135
8259,3,dire,98
8260,3,radiant,39
8261,3,dire,-10
8261,6,dire,588
8262,3,radiant,136
8262,4,radiant,478
8262,0,radiant,478
8262,6,dire,547
8263,3,dire,193
8263,6,dire,485
8263,6,dire,556
8264,3,dire,-5
8264,5,radiant,477
8264,5,radiant,534
8264,6,dire,568
8265,3,radiant,38
8266,3,dire,6
8267,3,radiant,9
8268,3,radiant,177
8269,3,radiant,98
8269,6,dire,490
8270,3,dire,67
8271,3,dire,4
8272,3,radiant,369
8273,3,radiant,220
8274,3,radiant,13
8275,3,dire,44
8276,3,radiant,88
8277,3,dire,75
8278,3,dire,73
8279,3,radiant,63
8279,6,dire,529
8280,3,dire,101
8281,3,radiant,275
8282,3,dire,241
8282,6,dire,595
8283,3,dire,135
8284,3,dire,164
8285,3,radiant,126
8286,3,dire,127
8287,3,dire,55
8287,6,radiant,548
8288,3,dire,35
8288,6,dire,469
8289,3,radiant,70
8290,3,radiant,52
8291,3,radiant,46
8291,6,dire,587
8292,3,radiant,33
8293,3,dire,70
8294,3,radiant,20
8295,3,dire,159
8297,3,radiant,4
8297,4,dire,593
8297,0,dire,594
8298,3,radiant,92
8299,3,radiant,104
8300,4,dire,-7
8300,0,dire,-7
8300,3,dire,3
8300,6,dire,310
8301,3,radiant,140
8301,6,radiant,549
8301,6,radiant,600
8302,3,radiant,9
8302,6,radiant,534
8303,3,dire,320
8303,6,radiant,565
8304,3,dire,16
8304,6,dire,443
8305,3,dire,202
8305,6,dire,310
8305,6,radiant,566
8306,3,dire,14
8307,3,radiant,15
8308,3,dire,47
8309,6,dire,577
8310,3,dire,49
8310,6,dire,508
8311,3,radiant,7
8312,3,dire,15
8313,3,dire,7
8314,3,dire,71
8314,6,dire,438
8315,6,radiant,472
8316,3,radiant,274
8317,3,radiant,117
8318,3,dire,3
8319,3,dire,161
8320,3,radiant,207
8321,3,dire,7
8322,3,radiant,189
8322,6,radiant,474
8322,6,radiant,596
8323,3,dire,2
8324,3,radiant,-16
8325,3,radiant,4
8326,3,radiant,6
8327,3,radiant,127
8327,6,radiant,600
8328,3,radiant,72
8329,3,radiant,6
8329,6,dire,470
8330,3,radiant,152
8331,3,dire,74
8331,6,dire,558
8332,3,dire,10
8333,3,dire,175
8334,3,dire,18
8335,3,dire,-4
8335,6,dire,568
8336,3,dire,41
8336,6,radiant,551
8337,3,radiant,18
8338,3,dire,14
8339,3,dire,9
8339,6,dire,537
8340,3,dire,2
8341,3,dire,137
8341,6,radiant,349
8342,3,radiant,253
8342,6,radiant,488
8343,3,dire,172
8344,3,dire,7
8345,3,dire,45
8346,3,radiant,122
8347,3,dire,6
8348,3,radiant,49
8349,3,dire,4
8350,3,dire,98
8351,3,dire,100
8352,3,radiant,201
8353,3,radiant,98
8354,3,radiant,21
8355,3,dire,4
8355,6,radiant,593
8356,3,dire,215
8357,3,radiant,19
8358,3,radiant,-10
8358,6,radiant,570
8359,3,radiant,244
8360,3,radiant,46
8361,3,radiant,128
8362,3,radiant,101
8363,3,radiant,289
8363,6,radiant,524
8363,6,radiant,581
8364,3,dire,129
8364,6,radiant,529
8365,3,radiant,251
8365,6,dire,565
8366,3,radiant,254
8367,3,dire,11
8367,6,radiant,590
8368,3,radiant,262
8369,3,radiant,13
8370,3,dire,122
8371,3,radiant,115
8372,3,dire,12
8373,3,radiant,148
8373,5,dire,543
8374,3,dire,6
8375,3,radiant,9
8375,6,radiant,437
8376,3,radiant,1
8377,3,dire,-10
8378,6,radiant,555
8379,3,dire,-20
8380,3,dire,-14
8381,3,radiant,211
8382,3,radiant,140
8383,3,dire,96
8384,3,radiant,122
8384,6,dire,600
8385,3,radiant,-7
8386,3,dire,-9
8387,3,dire,85
8388,3,dire,138
8389,3,radiant,5
8389,5,radiant,451
8390,3,radiant,0
8391,3,dire,70
8392,3,radiant,-13
8392,6,radiant,537
8393,3,dire,69
8394,3,dire,4
8394,5,dire,508
8394,6,radiant,595
8395,3,dire,106
8396,3,dire,20
8397,3,dire,49
8398,3,dire,3
8399,3,dire,-11
8400,3,dire,382
8401,3,dire,566
8402,3,dire,2
8403,3,radiant,3
8404,3,dire,207
8405,3,dire,56
8405,6,dire,553
8406,3,dire,4
8407,3,radiant,-12
8408,3,dire,241
8409,3,dire,-1
8409,6,radiant,518
8410,3,radiant,4
8411,3,dire,101
8412,3,dire,54
8413,3,dire,-20
8413,6,dire,440
8414,3,radiant,153
8415,3,radiant,56
8416,3,dire,149
8417,3,dire,19
8417,6,radiant,485
8418,3,radiant,7
8419,3,dire,138
8419,6,dire,412
8420,3,dire,47
8421,3,dire,4
8422,3,dire,16
8423,3,dire,-1
8424,3,radiant,7
8424,5,radiant,462
8425,3,radiant,390
8426,3,radiant,165
8427,3,dire,2
8428,3,radiant,0
8429,3,dire,18
8430,3,radiant,111
8431,3,dire,75
8432,3,dire,174
8433,3,dire,65
8434,3,radiant,247
8434,6,radiant,588
8435,3,dire,196
8436,3,radiant,44
8436,6,radiant,427
8436,6,radiant,491
8436,6,radiant,555
8437,3,dire,82
8437,6,radiant,514
8438,3,dire,158
8438,6,radiant,462
8439,3,dire,3
8439,6,radiant,471
8440,3,radiant,178
8441,3,radiant,83
8442,3,radiant,17
8443,3,radiant,245
8444,3,radiant,4
8444,6,radiant,551
8445,3,dire,4
8446,3,radiant,55
8447,3,radiant,140
8448,3,dire,9
8449,3,radiant,5
8449,6,radiant,598
8450,3,dire,47
8450,6,radiant,561
8450,6,dire,575
8451,3,dire,6
8452,3,radiant,264
8453,3,dire,83
8454,3,radiant,85
8455,3,dire,78
8456,3,radiant,84
8457,3,radiant,5
8457,6,radiant,573
8458,3,radiant,109
8459,3,radiant,4
8459,6,dire,519
8460,3,dire,-19
8460,6,radiant,357
8460,5,dire,492
8461,3,dire,50
8463,3,dire,117
8464,3,radiant,184
8465,3,radiant,284
8466,3,radiant,4
8467,3,radiant,59
8467,6,dire,583
8468,3,dire,81
8468,6,radiant,464
8468,6,dire,561
8469,3,radiant,1
8470,3,radiant,103
8471,3,radiant,100
8472,3,radiant,54
8473,3,radiant,-13
8474,3,radiant,159
8474,5,dire,589
8474,6,radiant,599
8475,3,dire,49
8476,3,radiant,142
8477,3,radiant,7
8478,3,dire,7
8478,6,radiant,565
8479,3,radiant,237
8480,3,dire,151
8481,3,dire,140
8481,6,radiant,327
8481,5,radiant,338
8482,3,radiant,463
8482,6,dire,496
8483,3,dire,-1
8484,3,radiant,200
8485,3,radiant,311
8486,3,radiant,3
8487,3,radiant,-17
8488,3,radiant,136
8489,3,radiant,5
8489,6,dire,396
8490,3,radiant,129
8491,3,dire,90
8492,3,dire,76
8493,3,dire,295
8494,3,dire,31
8494,6,radiant,478
8495,3,dire,109
8496,3,dire,-2
8496,5,dire,500
8497,3,radiant,108
8498,3,dire,55
8498,6,dire,526
8498,6,dire,558
8499,3,dire,52
8500,3,radiant,168
8501,3,dire,101
8502,3,radiant,341
8503,3,radiant,125
8504,3,radiant,110
8505,3,dire,197
8506,3,radiant,74
8507,3,radiant,241
8508,3,radiant,-7
8509,3,radiant,160
8510,3,radiant,73
8511,3,dire,196
8512,3,dire,150
8513,3,radiant,98
8514,3,radiant,11
8515,3,radiant,109
8516,3,dire,83
8517,3,dire,228
8518,3,radiant,41
8518,6,dire,521
8519,3,radiant,78
8520,3,dire,5
8521,3,dire,8
8522,3,radiant,199
8522,6,radiant,480
8523,3,dire,102
8523,6,dire,516
8524,3,radiant,7
8525,3,radiant,142
8525,5,dire,458
8526,3,dire,201
8527,3,dire,138
8528,3,dire,103
8528,6,dire,553
8528,6,radiant,559
8529,3,radiant,0
8529,6,dire,536
8530,3,dire,-10
8530,6,radiant,516
8531,3,radiant,176
8531,6,radiant,555
8532,3,radiant,63
8533,3,radiant,204
8534,3,dire,9
8535,3,radiant,105
8536,3,radiant,14
8537,3,dire,159
8537,6,radiant,479
8538,3,radiant,75
8539,3,radiant,9
8539,6,radiant,454
8540,3,radiant,129
8541,3,radiant,4
8542,3,radiant,181
8543,3,dire,67
8544,3,radiant,83
8545,3,radiant,2
8546,3,radiant,138
8547,0,radiant,230
8547,4,radiant,230
8547,3,dire,249
8548,3,radiant,-3
8549,3,radiant,1
8549,6,dire,460
8550,3,radiant,4
8550,6,radiant,466
8551,3,radiant,132
8552,3,radiant,4
8553,3,radiant,161
8553,4,radiant,571
8553,0,radiant,572
8554,3,dire,103
8554,6,radiant,597
8555,3,radiant,52
8556,3,radiant,28
8556,6,dire,266
8557,3,dire,132
8557,6,radiant,472
8558,3,radiant,2
8559,3,dire,160
8560,3,dire,101
8561,3,radiant,-1
8562,3,radiant,135
8563,3,dire,203
8564,3,dire,233
8564,6,dire,460
8564,6,dire,595
8565,3,dire,3
8566,3,radiant,82
8567,3,dire,6
8567,6,radiant,377
8568,3,dire,136
8569,3,dire,-1
8570,3,radiant,82
8571,3,radiant,103
8572,3,radiant,132
8573,3,radiant,107
8574,3,dire,-10
8575,3,radiant,20
8575,6,radiant,443
8575,6,radiant,536
8576,3,dire,224
8576,6,dire,509
8577,3,dire,1
8577,6,dire,505
8578,3,dire,63
8579,3,radiant,68
8580,3,dire,264
8581,3,dire,146
8582,3,radiant,136
8582,6,radiant,592
8583,3,radiant,282
8584,3,radiant,31
8585,6,radiant,503
8586,3,radiant,90
8587,3,radiant,11
8588,3,dire,135
8589,3,radiant,131
8589,5,radiant,505
8590,3,radiant,-23
8591,3,radiant,15
8592,3,radiant,8
8593,3,radiant,95
8594,3,radiant,407
8594,6,radiant,592
8595,3,radiant,115
8596,3,radiant,9
8597,3,radiant,139
8597,6,radiant,458
8598,3,radiant,160
8598,6,radiant,546
8599,3,radiant,5
8600,3,radiant,5
8600,6,radiant,412
8601,3,dire,4
8601,6,dire,592
8602,3,radiant,37
8603,3,radiant,67
8603,6,radiant,336
8603,6,radiant,586
8604,3,dire,128
8605,3,radiant,8
8605,6,dire,592
8606,3,dire,232
8606,6,dire,511
8608,3,dire,208
8609,6,radiant,443
8610,3,dire,166
8611,3,dire,148
8612,3,dire,5
8613,3,dire,2
8614,3,dire,236
8615,3,radiant,21
8616,3,radiant,4
8616,6,radiant,446
8617,3,dire,69
8618,3,radiant,2
8619,3,dire,118
8620,3,dire,390
8620,6,dire,467
8621,3,dire,101
8623,3,dire,127
8624,3,radiant,21
8624,6,radiant,488
8625,3,dire,32
8626,3,dire,146
8626,6,dire,567
8627,3,dire,8
8628,3,dire,97
8629,3,radiant,7
8629,6,dire,498
8630,3,radiant,38
8631,3,dire,53
8632,3,radiant,96
8633,3,dire,268
8634,3,radiant,266
8634,6,radiant,575
8635,3,radiant,164
8636,3,radiant,124
8637,3,dire,116
8638,3,dire,54
8638,4,dire,529
8638,0,dire,529
8639,3,dire,4
8639,6,radiant,441
8640,3,dire,151
8641,3,radiant,9
8642,3,radiant,-12
8643,3,dire,7
8643,6,radiant,449
8644,3,radiant,4
8644,6,dire,567
8645,3,radiant,62
8646,3,radiant,21
8646,6,dire,507
8647,3,dire,10
8647,6,radiant,521
8648,3,dire,171
8648,6,radiant,571
8649,3,dire,131
8650,3,radiant,120
8650,6,radiant,439
8650,6,radiant,541
8651,3,dire,7
8652,3,radiant,153
8652,6,radiant,439
8653,3,dire,146
8653,6,dire,545
8654,3,dire,0
8655,3,radiant,103
8656,3,dire,53
8657,3,radiant,121
8657,6,dire,504
8658,3,dire,49
8658,6,dire,521
8659,3,radiant,4
8660,3,radiant,82
8661,3,dire,111
8661,6,dire,485
8662,3,dire,48
8663,3,radiant,2
8664,3,dire,105
8665,3,radiant,6
8666,3,dire,202
8666,6,dire,539
8667,3,radiant,86
8668,3,dire,0
8669,3,dire,-5
8670,3,dire,126
8670,5,radiant,483
8671,3,radiant,0
8672,3,radiant,54
8673,3,dire,287
8673,5,dire,591
8673,5,radiant,594
8674,3,radiant,-2
8675,3,radiant,101
8676,3,radiant,111
8677,3,radiant,104
8677,6,dire,548
8678,3,radiant,141
8679,3,dire,202
8680,3,dire,59
8681,3,radiant,12
8682,3,dire,18
8683,3,radiant,198
8684,3,radiant,138
8684,6,radiant,552
8685,3,radiant,99
8685,6,dire,473
8686,3,radiant,164
8687,3,dire,57
8687,5,radiant,441
8688,3,radiant,9
8689,3,dire,201
8690,3,radiant,275
8691,3,dire,21
8692,3,dire,-3
8693,3,radiant,55
8693,6,radiant,581
8694,3,radiant,8
8696,3,dire,53
8697,3,radiant,69
8698,3,radiant,162
8698,6,radiant,589
8699,3,dire,-7
8700,6,dire,572
8701,3,dire,350
8701,6,dire,589
8702,3,dire,0
8702,5,radiant,338
8702,6,dire,468
8703,3,dire,277
8704,3,radiant,63
8705,3,dire,1
8706,3,radiant,6
8707,3,radiant,18
8708,3,dire,69
8708,5,dire,452
8709,3,radiant,123
8710,3,radiant,78
8710,6,radiant,456
8711,3,radiant,171
8712,3,dire,92
8713,3,radiant,5
8713,6,radiant,595
8714,3,dire,142
8715,3,dire,-1
8716,3,dire,7
8716,6,dire,354
8717,3,radiant,-4
8717,6,dire,347
8718,3,radiant,410
8718,6,radiant,443
8718,6,radiant,548
8719,3,dire,139
8720,3,dire,102
8721,3,dire,79
8722,3,dire,9
8723,3,radiant,63
8724,3,dire,11
8725,3,dire,78
8725,6,dire,454
8726,3,dire,293
8727,3,dire,-20
8728,3,radiant,356
8728,4,dire,437
8728,0,dire,437
8729,3,dire,309
8730,3,radiant,1
8731,3,dire,125
8731,6,radiant,457
8732,3,radiant,138
8732,4,dire,566
8732,0,dire,566
8733,3,dire,170
8733,6,dire,498
8733,6,radiant,596
8734,3,radiant,108
8734,6,radiant,597
8735,3,dire,196
8736,3,radiant,-15
8737,3,dire,154
8737,5,radiant,339
8738,3,dire,302
8739,3,dire,69
8739,5,radiant,364
8739,6,dire,467
8740,3,dire,6
8741,3,dire,-2
8742,3,dire,-2
8743,3,radiant,103
8743,6,radiant,471
8743,6,dire,592
8744,3,dire,9
8745,3,radiant,46
8746,3,radiant,154
8746,6,dire,567
8747,3,dire,46
8747,6,dire,557
8748,3,dire,-13
8748,6,radiant,542
8749,6,radiant,468
8750,3,dire,12
8751,3,dire,146
8751,6,dire,575
8752,3,radiant,11
8753,3,dire,18
8754,3,dire,-17
8754,6,dire,331
8755,3,dire,76
8756,3,radiant,141
8757,3,radiant,154
8757,6,radiant,556
8758,3,dire,33
8758,6,dire,497
8759,3,radiant,121
8760,3,dire,-5
8761,6,dire,549
8761,6,radiant,559
8762,3,dire,-5
8762,6,radiant,463
8763,3,radiant,79
8764,3,radiant,8
8765,3,dire,36
8765,6,radiant,419
8766,3,radiant,117
8767,3,radiant,96
8767,6,radiant,517
8768,3,dire,136
8768,6,dire,346
8769,3,dire,94
8769,6,radiant,566
8770,3,dire,40
8771,3,radiant,5
8772,3,radiant,1
8773,3,dire,-2
8774,3,dire,0
8775,3,dire,138
8775,6,dire,577
8776,3,dire,50
8776,6,dire,528
8777,3,dire,3
8777,6,radiant,593
8778,3,radiant,13
8779,3,radiant,178
8779,6,dire,589
8780,3,dire,132
8780,5,radiant,423
8780,6,dire,581
8781,3,dire,162
8782,3,dire,2
8782,5,radiant,462
8783,3,radiant,147
8783,6,radiant,346
8784,3,dire,42
8785,3,radiant,84
8786,3,radiant,56
8787,3,radiant,218
8788,3,dire,145
8789,3,radiant,287
8790,3,dire,256
8790,5,radiant,480
8791,6,radiant,456
8792,3,dire,9
8793,3,dire,156
8794,3,dire,5
8794,6,radiant,537
8795,3,dire,159
8795,4,dire,589
8795,0,dire,590
8796,3,radiant,96
8796,5,radiant,558
8796,6,dire,578
8796,5,dire,599
8797,3,radiant,78
8797,6,radiant,547
8798,3,radiant,105
8799,3,radiant,339
8800,3,radiant,3
8801,3,radiant,86
8802,3,dire,253
8803,3,radiant,158
8803,6,radiant,476
8803,6,dire,524
8804,3,radiant,83
8805,3,radiant,5
8805,6,dire,534
8806,3,dire,227
8806,6,radiant,522
8808,3,dire,151
8809,3,dire,11
8810,3,radiant,63
8811,3,dire,243
8812,3,radiant,15
8812,6,dire,315
8812,6,radiant,470
8812,6,radiant,511
8813,3,radiant,174
8815,3,radiant,-14
8815,6,radiant,560
8816,3,radiant,193
8817,3,radiant,297
8818,3,radiant,70
8818,6,radiant,585
8819,3,radiant,67
8820,3,dire,22
8821,3,dire,229
8822,6,dire,269
8822,3,radiant,359
8823,3,dire,148
8824,3,dire,3
8824,6,dire,522
8825,3,dire,108
8825,6,dire,588
8826,3,dire,69
8826,6,radiant,524
8828,3,radiant,184
8829,3,dire,182
8830,3,dire,18
8830,6,dire,545
8831,3,dire,269
8832,3,dire,87
8832,6,dire,581
8833,3,radiant,240
8833,6,radiant,566
8834,3,dire,51
8834,6,radiant,555
8834,6,dire,566
8835,3,dire,82
8835,6,dire,502
8836,3,radiant,13
8837,3,radiant,246
8838,3,radiant,141
8838,6,dire,528
8839,3,dire,10
8840,3,radiant,126
8841,3,dire,146
8842,3,radiant,298
8843,3,radiant,3
8843,6,dire,500
8844,3,dire,142
8844,6,dire,517
8845,3,dire,51
8846,3,dire,148
8847,3,dire,6
8847,6,radiant,590
8848,3,dire,69
8848,6,radiant,600
8849,3,radiant,198
8850,3,dire,-12
8851,3,dire,256
8852,3,dire,-2
8853,3,radiant,98
8854,3,dire,24
8854,6,dire,383
8855,3,radiant,27
8856,3,dire,7
8856,6,dire,579
8857,3,radiant,421
8857,6,radiant,546
8858,3,dire,206
8859,3,radiant,113
8860,3,dire,29
8861,3,radiant,97
8861,6,radiant,562
8862,3,radiant,-1
8863,3,radiant,16
8864,3,dire,194
8865,3,dire,179
8866,3,dire,40
8867,3,radiant,128
8869,3,radiant,55
8870,3,dire,10
8870,6,radiant,565
8871,3,radiant,145
8872,3,radiant,126
8873,3,radiant,91
8873,6,radiant,599
8874,3,radiant,56
8875,3,dire,3
8875,5,dire,515
8876,3,dire,3
8876,6,dire,469
8877,3,radiant,1
8878,3,dire,15
8880,3,radiant,59
8881,3,dire,105
8882,3,radiant,107
8883,3,radiant,204
8884,3,dire,-4
8885,3,radiant,8
8888,3,dire,86
8889,3,radiant,59
8890,3,radiant,112
8891,3,radiant,95
8892,3,radiant,25
8893,3,radiant,14
8894,3,dire,121
8894,6,radiant,541
8895,3,radiant,180
8896,3,dire,117
8897,3,dire,17
8897,6,radiant,360
8898,3,dire,4
8898,6,radiant,600
8899,3,radiant,250
8900,3,dire,5
8901,3,dire,266
8902,3,radiant,6
8903,3,dire,108
8903,5,dire,333
8904,3,radiant,143
8905,3,dire,113
8906,3,dire,260
8907,3,dire,67
8907,6,dire,575
8908,3,radiant,217
8909,3,dire,138
8910,3,dire,184
8911,3,radiant,-1
8912,3,radiant,2
8912,6,radiant,567
8913,3,dire,44
8913,6,dire,585
8914,3,dire,88
8914,6,radiant,358
8915,3,radiant,50
8915,4,dire,594
8915,0,dire,595
8916,3,dire,0
8917,3,radiant,235
8917,6,radiant,556
8918,3,dire,105
8919,3,dire,80
8920,3,dire,1
8921,3,radiant,54
8922,3,dire,201
8923,3,radiant,136
8924,3,dire,380
8925,3,dire,3
8925,5,dire,445
8926,3,dire,123
8926,6,dire,462
8927,3,dire,50
8928,3,dire,41
8929,3,radiant,329
8929,5,radiant,527
8930,3,radiant,256
8932,3,dire,173
8933,3,dire,76
8934,3,radiant,8
8935,3,radiant,253
8936,3,radiant,37
8937,3,dire,165
8938,3,radiant,-5
8939,3,radiant,121
8940,3,radiant,102
8941,3,dire,85
8941,6,radiant,441
8941,6,radiant,556
8942,3,radiant,9
8943,3,radiant,9
8943,6,dire,518
8944,3,dire,161
8945,3,radiant,3
8946,3,radiant,6
8947,3,dire,-1
8948,3,radiant,265
8948,6,radiant,448
8949,3,dire,72
8949,6,radiant,408
8949,5,dire,543
8950,3,dire,-17
8950,6,dire,530
8951,3,radiant,71
8951,4,dire,520
8951,0,dire,521
8951,6,radiant,586
8952,3,radiant,46
8953,3,dire,129
8954,3,dire,18
8955,3,dire,44
8955,5,radiant,550
8956,3,radiant,104
8956,6,dire,533
8957,3,dire,234
8958,3,radiant,98
8958,6,radiant,437
8959,3,dire,8
8960,3,dire,13
8961,3,radiant,179
8961,6,dire,466
8961,6,dire,528
8962,3,dire,-4
8963,3,radiant,194
8964,3,dire,7
8965,3,radiant,83
8966,3,radiant,8
8966,6,dire,465
8967,3,radiant,172
8968,3,dire,102
8969,3,dire,67
8970,3,radiant,90
8971,3,dire,107
8971,6,radiant,522
8972,3,dire,45
8973,3,dire,2
8974,3,radiant,90
8974,6,dire,403
8974,6,dire,503
8975,3,dire,74
8976,3,dire,-20
8976,6,radiant,537
8977,3,radiant,76
8978,6,radiant,433
8979,3,dire,93
8980,3,dire,89
8980,6,dire,482
8981,3,dire,-21
8982,3,dire,4
8982,6,radiant,490
8983,3,radiant,2
8984,3,dire,21
8985,3,dire,49
8986,3,radiant,110
8987,3,dire,146
8987,6,dire,554
8988,3,dire,108
8988,6,radiant,557
8989,3,radiant,152
8990,3,radiant,111
8991,3,radiant,14
8992,3,radiant,213
8992,6,radiant,594
8993,3,radiant,14
8993,6,radiant,582
8994,3,dire,388
8995,3,radiant,7
8996,3,radiant,243
8996,5,dire,591
8997,3,radiant,56
8998,3,dire,-6
8999,3,dire,74
9000,3,dire,137
9000,6,dire,535
9001,3,dire,183
9002,3,dire,475
9003,3,dire,62
9004,3,dire,10
9005,3,radiant,185
9005,6,dire,461
9006,3,radiant,111
9006,6,radiant,538
9007,3,dire,10
9008,3,dire,228
9009,3,radiant,5
9010,3,dire,155
9011,3,dire,55
9012,3,radiant,163
9013,3,dire,117
9013,6,dire,285
