mid,player_0,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9
15331,108,27,15,67,91,68,1,32,8,75
15332,50,82,64,32,94,24,5,3,22,12
15333,89,64,75,22,85,16,86,3,15,70
15334,88,34,53,1,19,91,10,74,75,96
15335,74,64,86,76,72,66,67,11,43,71
15336,54,29,71,64,4,67,109,38,93,44
15337,15,40,94,74,66,67,64,50,82,69
15338,9,91,67,11,24,50,54,69,22,64
15339,31,4,64,11,25,22,32,72,96,8
15340,55,65,110,50,91,46,92,11,16,20
15341,87,1,55,28,76,36,105,64,40,8
15342,20,82,5,41,90,60,105,55,34,86
15343,19,64,3,92,82,8,45,31,58,104
15344,47,86,51,11,65,67,1,46,92,55
15345,8,55,109,66,56,59,64,84,40,52
15346,9,69,3,15,82,4,91,67,88,74
15347,94,93,15,8,69,81,3,103,54,11
15348,4,110,53,68,101,74,94,16,28,60
15349,64,65,5,45,71,1,86,57,13,24
15350,64,16,6,1,91,18,99,8,96,67
15351,96,101,13,18,54,81,94,8,24,3
15352,109,101,104,64,73,94,99,80,15,105
15353,96,71,35,37,100,92,25,101,15,12
15354,66,68,20,31,8,74,81,101,71,96
15355,72,68,75,64,44,20,53,62,59,32
15356,66,67,104,94,17,32,76,16,75,101
15357,40,78,29,47,64,31,92,35,50,38
15358,64,66,70,53,93,8,75,56,24,96
15359,89,64,29,81,6,96,69,49,70,75
15360,53,69,4,75,57,91,64,47,82,6
15361,4,81,105,94,67,24,2,71,64,87
15362,66,15,14,69,67,81,32,76,74,22
15363,40,75,88,42,72,19,89,94,15,11
15364,55,75,32,42,96,8,97,39,34,67
15365,31,101,74,64,81,104,32,54,72,71
15366,75,56,106,24,29,37,55,53,39,47
15367,64,74,18,54,31,16,65,109,75,110
15368,75,39,101,46,42,57,31,81,58,15
15369,107,104,72,34,50,24,92,25,20,60
15370,66,15,60,52,94,100,109,67,20,22
15371,105,19,85,17,39,31,51,11,71,64
15372,11,45,19,47,103,76,64,42,94,65
15373,14,81,107,64,90,55,105,86,66,93
15374,64,32,42,74,40,82,69,15,3,19
15375,76,13,67,69,53,86,17,64,5,110
15376,75,24,101,88,57,16,92,15,29,48
15377,78,8,3,24,90,9,75,108,91,95
15378,3,94,15,4,82,57,39,12,74,68
15379,69,74,82,58,38,108,40,110,71,96
15380,22,19,15,52,71,110,64,8,27,86
15381,10,69,54,88,31,25,85,20,22,24
15382,39,104,31,48,68,72,69,20,24,64
15383,32,35,64,3,20,53,94,110,9,80
15384,3,80,53,64,23,65,24,19,69,79
15385,39,3,47,69,37,75,15,65,96,88
15386,41,5,29,33,64,44,85,22,52,3
15387,61,15,91,20,31,8,93,96,80,34
15388,103,71,15,56,82,24,39,91,8,58
15389,15,71,90,109,52,72,69,57,35,99
15390,91,57,93,102,27,52,64,19,76,5
15391,19,5,88,67,84,15,76,86,94,64
15392,23,57,43,37,99,65,18,32,75,69
15393,64,54,87,32,50,57,94,39,74,35
15394,15,89,69,82,19,40,29,41,55,94
15395,110,39,72,8,55,32,29,64,35,3
15396,74,96,90,1,94,15,67,28,44,31
15397,39,82,101,81,8,15,58,94,64,19
15398,82,108,80,33,64,31,40,101,94,86
15399,106,55,19,27,32,86,54,102,15,4
15400,52,23,15,73,91,82,96,60,75,1
15401,24,39,37,94,20,6,93,57,101,92
15402,24,94,74,66,3,73,35,82,92,64
15403,75,34,109,42,19,94,91,64,3,57
15404,41,82,76,110,15,96,105,37,30,45
15405,27,87,25,58,75,54,32,101,31,37
15406,62,40,72,57,81,75,64,67,86,28
15407,91,101,86,13,96,29,24,8,15,44
15408,88,24,39,3,49,64,19,94,89,1
15409,78,41,86,53,57,82,74,94,55,66
15410,74,43,94,3,4,31,21,42,19,15
15411,94,8,64,69,101,57,55,25,20,49
15412,11,47,94,15,32,90,45,109,34,70
15413,42,82,17,30,54,50,72,46,33,9
15414,14,63,69,28,48,64,66,110,41,29
15415,65,34,90,49,39,72,76,94,11,19
15416,45,35,44,65,32,15,52,91,11,68
15417,24,5,92,81,2,69,48,52,108,41
15418,6,88,4,105,57,92,5,27,104,74
15419,42,108,98,84,64,92,47,104,29,90
15420,71,75,5,50,38,15,47,12,101,49
15421,45,91,69,57,43,15,40,101,94,12
15422,40,18,52,47,35,19,94,15,65,66
15423,72,20,75,81,109,29,56,96,82,32
15424,62,20,24,1,29,15,47,66,55,57
15425,50,3,75,12,35,79,90,72,88,74
15426,81,64,32,27,29,37,35,74,86,101
15427,105,90,45,5,55,35,102,8,39,82
15428,24,94,18,75,71,29,89,90,81,1
15429,74,68,19,101,71,49,64,8,73,86
15430,64,96,1,102,50,68,110,88,91,101
15431,81,110,50,44,1,25,87,28,48,65
15432,71,31,57,6,24,110,48,58,86,52
15433,58,69,64,15,101,59,104,82,84,81
15434,1,16,69,100,34,94,15,67,91,64
15435,40,64,75,84,1,81,11,55,26,71
15436,11,66,96,24,59,64,94,40,35,57
15437,85,50,3,38,109,66,42,64,75,30
15438,82,75,76,104,42,69,31,74,91,26
15439,109,15,47,57,82,93,64,55,94,44
15440,1,66,88,64,44,32,77,109,60,27
15441,5,37,60,61,24,74,8,35,91,57
15442,32,39,74,3,72,76,47,37,101,34
15443,101,35,99,1,86,29,11,87,19,24
15444,64,67,70,22,97,33,6,17,81,75
15445,57,102,82,1,88,5,15,59,72,92
15446,9,98,93,37,107,69,75,31,57,110
15447,49,7,5,11,89,68,94,88,37,4
15448,100,16,32,64,1,36,69,26,86,46
15449,64,15,66,71,104,74,90,94,54,96
15450,66,99,74,12,15,97,49,67,24,89
15451,16,1,9,42,91,69,56,24,104,82
15452,8,81,25,83,52,24,96,64,32,2
15453,65,106,15,12,86,82,64,108,47,104
15454,64,72,104,35,88,89,65,103,69,24
15455,29,88,108,68,82,4,77,3,64,31
15456,87,101,40,36,64,3,1,11,66,5
15457,27,12,31,46,76,6,33,55,103,72
15458,82,74,67,49,66,65,15,16,86,6
15459,96,8,23,81,25,1,44,69,97,82
15460,101,19,8,92,74,52,3,59,35,50
15461,77,57,50,15,64,47,44,46,31,11
15462,64,94,66,41,37,42,71,20,74,82
15463,74,70,69,108,62,27,66,33,88,61
15464,72,108,40,68,67,69,104,8,11,96
15465,75,46,101,35,90,21,20,19,64,55
15466,1,9,84,34,69,64,73,76,65,93
15467,74,94,67,76,108,72,66,20,92,24
15468,29,41,91,30,26,31,61,56,24,63
15469,68,81,64,4,93,69,85,71,49,92
15470,16,40,74,101,59,22,11,108,80,39
15471,39,64,82,17,20,42,48,41,74,50
15472,57,23,73,70,31,20,91,2,12,34
15473,74,32,52,40,48,64,57,38,15,81
15474,91,76,102,42,11,15,37,17,71,39
15475,71,38,43,86,1,55,110,6,90,5
15476,5,94,19,47,64,73,69,59,85,15
15477,47,76,24,94,29,1,110,109,50,39
15478,71,68,74,86,5,66,82,48,63,45
15479,66,67,105,107,92,64,37,69,90,96
15480,3,13,70,101,76,41,1,25,15,64
15481,15,64,27,58,39,24,82,19,104,36
15482,66,20,75,71,101,105,40,74,94,69
15483,20,96,99,31,49,75,8,80,32,82
15484,54,6,73,80,15,81,101,75,29,88
15485,19,73,93,50,1,75,24,8,39,20
15486,16,81,93,8,1,94,75,40,82,76
15487,14,90,108,68,32,64,71,81,27,57
15488,3,28,65,75,39,24,6,72,27,104
15489,75,74,6,69,32,86,20,24,72,3
15490,94,67,8,68,91,104,4,31,32,73
15491,92,89,71,82,32,27,64,65,44,16
15492,73,86,64,57,59,91,72,107,40,68
15493,107,46,104,88,43,31,41,50,3,81
15494,75,55,87,88,85,52,47,66,18,49
15495,6,11,94,50,34,40,67,101,64,24
15496,85,69,76,107,22,101,50,39,24,94
15497,101,42,103,81,24,94,8,72,15,61
15498,86,75,20,94,64,96,16,74,35,57
15499,34,64,27,51,104,65,48,8,100,42
15500,74,71,29,16,87,66,3,15,1,72
15501,27,93,72,61,20,84,45,94,17,98
15502,1,85,50,8,100,81,62,91,41,27
15503,60,74,106,86,29,61,92,15,67,22
15504,95,97,8,75,39,3,9,34,53,88
15505,40,17,12,13,101,96,82,65,73,19
15506,32,58,69,53,35,94,1,40,15,47
15507,96,66,15,101,32,110,47,54,46,6
15508,89,23,72,3,92,15,47,102,18,67
15509,54,96,103,23,72,82,109,39,94,11
15510,71,29,64,3,80,23,75,66,91,22
15511,60,3,81,94,59,5,61,15,75,91
15512,75,40,105,22,35,64,69,81,82,34
15513,6,19,30,64,1,49,11,58,89,92
15514,55,81,86,31,15,64,29,39,71,47
15515,49,92,23,15,69,89,82,75,24,19
15516,5,88,11,53,46,58,75,66,84,104
15517,51,75,104,94,52,39,27,15,67,68
15518,31,80,24,29,39,36,17,94,8,87
15519,64,86,57,31,107,12,1,71,11,92
15520,34,3,16,72,92,44,65,75,58,91
15521,11,1,57,39,94,40,93,24,92,65
15522,4,86,29,47,98,54,44,40,15,72
15523,35,36,67,40,76,20,91,96,48,107
15524,65,20,74,47,88,44,11,53,104,64
15525,32,16,64,6,59,15,75,40,65,96
15526,66,57,102,76,15,67,17,82,5,32
15527,1,94,19,15,69,42,39,75,101,60
15528,96,21,108,74,15,40,24,75,48,8
15529,64,61,27,73,81,32,96,92,11,29
15530,31,96,15,40,81,104,13,8,3,22
15531,1,94,15,51,19,34,110,11,69,10
15532,24,104,94,93,108,69,3,39,74,72
15533,64,3,48,77,19,86,34,58,91,74
15534,13,1,87,73,30,91,94,103,11,67
15535,3,65,94,76,15,24,6,40,96,82
15536,74,15,69,3,39,104,34,103,67,94
15537,11,54,75,94,53,89,65,77,91,107
15538,76,94,4,55,19,64,109,104,82,65
15539,15,85,5,59,24,54,37,86,82,51
15540,29,15,40,75,89,74,3,48,94,86
15541,69,81,74,64,19,15,11,104,70,40
15542,26,35,22,92,3,58,65,64,74,54
15543,64,96,68,8,23,77,24,39,79,89
15544,50,87,101,27,75,104,99,67,25,30
15545,12,59,32,74,92,29,54,47,15,20
15546,15,8,50,67,101,42,65,26,24,41
15547,64,69,4,27,15,72,42,17,50,74
15548,3,15,110,64,4,88,96,13,11,60
15549,15,96,53,109,59,94,11,55,66,77
15550,69,8,33,108,15,11,91,20,29,110
15551,78,50,71,1,64,15,102,67,42,76
15552,70,110,90,75,35,109,3,82,64,89
15553,70,93,81,101,74,3,94,34,88,22
15554,81,8,28,88,1,47,11,73,67,39
15555,74,50,73,20,66,44,81,71,65,15
15556,65,67,96,74,86,88,64,76,46,15
15557,91,102,86,35,76,26,17,50,8,67
15558,45,91,19,72,3,9,47,66,76,49
15559,1,69,64,40,72,4,24,71,29,86
15560,15,40,52,94,89,75,93,66,11,91
15561,110,31,4,94,81,12,38,69,11,71
15562,74,96,73,71,64,31,76,3,72,94
15563,24,39,71,40,95,38,34,44,32,14
15564,74,68,17,8,88,6,81,51,31,101
15565,94,57,85,96,15,8,59,69,44,75
15566,62,48,59,74,87,47,82,55,49,94
15567,1,81,52,45,33,29,8,54,71,15
15568,40,74,18,94,101,70,64,66,5,96
15569,75,56,69,35,96,32,88,85,74,58
15570,1,19,47,101,58,32,64,45,40,93
15571,20,27,89,15,40,3,32,81,94,65
15572,4,32,66,72,76,85,74,64,91,9
15573,69,75,82,9,65,66,32,41,64,72
15574,64,66,94,4,32,72,28,102,101,92
15575,36,11,40,88,110,109,39,34,55,3
15576,8,89,74,67,28,82,96,91,76,72
15577,48,39,54,22,72,86,57,15,8,61
15578,11,82,19,102,25,15,1,36,8,50
15579,72,69,32,85,65,31,58,95,24,89
15580,68,25,6,106,75,69,110,81,4,101
15581,24,68,82,42,4,74,64,15,3,11
15582,1,28,81,87,104,96,103,42,32,50
15583,11,98,64,60,110,101,66,57,24,62
15584,86,3,2,104,55,57,64,58,94,89
15585,24,26,106,74,28,64,72,75,104,32
15586,50,46,70,75,105,110,86,69,101,49
15587,75,72,94,76,15,67,3,12,64,82
15588,54,60,67,24,75,64,17,82,39,8
15589,62,87,65,76,110,1,41,81,8,43
15590,109,67,72,92,75,69,90,85,51,15
15591,42,64,85,94,60,104,72,16,8,74
15592,69,45,83,59,110,40,52,44,16,71
15593,57,40,31,4,35,51,5,94,27,32
15594,72,15,61,53,60,81,70,8,94,26
15595,101,89,86,84,97,109,104,3,1,67
15596,109,72,64,58,3,53,40,104,31,59
15597,31,12,68,66,69,86,8,64,11,19
15598,74,76,19,79,24,89,105,32,104,88
15599,39,24,66,89,3,48,92,33,16,40
15600,32,40,74,38,71,8,15,53,69,16
15601,64,1,67,32,19,74,3,76,82,44
15602,57,24,39,46,44,76,65,52,93,19
15603,74,64,88,103,15,24,69,65,90,17
15604,75,64,3,25,42,15,101,32,110,26
15605,57,91,94,29,13,107,69,89,104,1
15606,102,50,15,91,14,53,32,39,54,64
15607,69,29,40,22,52,17,82,39,107,88
15608,64,57,3,10,11,101,8,74,67,39
15609,64,101,54,66,108,65,91,107,74,50
15610,89,72,66,15,110,94,74,26,101,3
15611,89,32,70,99,65,30,41,52,90,3
15612,1,59,41,75,94,64,96,2,70,39
15613,72,94,29,109,101,8,41,17,76,110
15614,8,61,6,75,49,57,23,84,28,96
15615,3,28,55,15,57,4,64,67,11,89
15616,17,105,91,55,40,86,94,42,37,15
15617,37,110,19,71,55,60,11,32,6,64
15618,27,51,11,89,39,1,45,70,98,57
15619,94,64,71,58,24,57,31,3,19,101
15620,93,19,101,92,65,1,86,64,50,78
15621,79,15,46,72,33,107,19,75,50,65
15622,64,67,66,81,29,92,98,94,82,55
15623,81,3,16,86,94,5,88,40,15,99
15624,12,94,81,31,75,16,71,86,17,72
15625,66,12,30,71,31,26,4,35,75,65
15626,90,64,96,15,16,24,94,1,91,88
15627,93,65,78,39,64,8,11,69,68,1
15628,95,15,96,59,102,34,19,1,41,68
15629,21,15,68,82,69,32,71,28,79,90
15630,29,20,26,67,109,64,35,81,46,86
15631,15,65,25,67,109,72,55,42,2,90
15632,17,53,96,67,63,11,29,101,40,89
15633,88,65,69,40,17,2,80,72,103,101
15634,88,52,10,75,40,7,42,32,65,15
15635,13,65,69,103,94,42,61,50,101,85
15636,74,31,35,40,89,22,69,64,106,75
15637,59,47,74,96,29,37,71,82,61,64
15638,80,11,13,70,65,19,8,64,50,104
15639,103,64,94,35,60,11,68,89,73,76
15640,35,75,8,86,64,59,55,68,50,33
15641,64,61,74,83,101,24,72,89,94,19
15642,108,24,67,26,5,45,40,41,57,64
15643,65,35,40,101,57,15,27,76,3,39
15644,68,96,71,95,26,50,56,59,72,76
15645,41,69,82,22,1,29,94,75,5,24
15646,15,109,82,94,103,26,4,65,29,81
15647,31,71,21,81,110,69,15,64,70,95
15648,64,22,97,1,86,79,60,15,74,50
15649,3,104,74,6,26,8,28,66,69,53
15650,55,64,94,19,91,69,90,38,33,40
15651,66,93,94,11,34,3,67,81,72,74
15652,24,15,50,96,49,71,8,90,32,88
15653,59,64,34,27,104,69,32,48,49,5
15654,26,49,91,101,73,55,94,19,76,13
15655,54,15,82,94,69,19,90,42,48,64
15656,40,67,33,57,48,64,20,103,71,35
15657,50,1,70,45,19,64,89,22,69,24
15658,34,76,32,62,49,41,20,45,81,1
15659,74,110,68,11,40,21,71,58,53,8
15660,94,4,1,97,34,8,69,11,17,82
15661,56,48,46,70,96,87,35,1,75,20
15662,46,89,15,101,69,31,64,17,95,81
15663,39,89,3,76,101,23,17,84,94,104
15664,2,20,4,41,1,64,15,84,90,57
15665,46,32,81,25,102,24,57,65,41,66
15666,88,8,15,92,45,67,13,1,19,64
15667,32,105,11,29,60,34,106,70,59,86
15668,87,1,15,9,86,82,72,34,66,99
15669,81,1,60,15,47,101,42,51,64,24
15670,11,94,70,19,109,29,26,3,64,69
15671,32,8,97,75,41,54,24,76,39,101
15672,21,72,57,64,3,68,94,16,75,84
15673,43,94,70,5,57,25,88,90,8,105
15674,96,24,64,110,8,82,70,13,76,77
15675,15,67,47,9,1,21,70,53,66,42
15676,94,3,17,29,97,63,64,86,15,31
15677,20,57,11,75,8,65,64,94,33,5
15678,48,39,36,60,99,24,66,101,11,69
15679,57,109,96,31,34,11,94,98,64,74
15680,104,39,81,27,57,107,38,82,68,48
15681,32,68,42,65,96,1,94,69,15,64
15682,41,66,58,49,34,37,23,87,55,98
15683,6,81,71,86,24,75,55,104,20,70
15684,19,69,85,65,108,54,101,68,91,42
15685,84,75,96,40,22,94,11,86,44,70
15686,15,67,1,69,61,100,77,29,66,75
15687,42,24,41,57,74,76,1,108,33,44
15688,81,33,32,15,82,30,101,55,58,69
15689,75,50,64,101,71,10,92,1,31,15
15690,11,1,66,47,61,109,79,81,19,101
15691,59,19,74,71,81,105,15,56,61,0
15692,52,81,86,74,1,32,38,82,50,20
15693,45,104,59,91,65,74,1,46,52,39
15694,101,71,96,93,19,3,72,57,35,64
15695,75,8,32,55,67,107,103,66,54,81
15696,73,69,1,64,88,32,8,39,66,55
15697,81,91,82,110,71,105,99,88,34,86
15698,3,39,75,67,40,57,29,91,94,66
15699,11,69,60,15,94,82,40,74,64,54
15700,14,46,3,32,64,94,109,86,66,44
15701,36,68,38,89,93,76,54,61,27,109
15702,56,91,8,14,13,9,64,105,40,55
15703,48,17,40,72,87,15,64,75,81,65
15704,64,71,13,80,29,6,15,1,72,3
15705,65,27,70,35,39,50,15,77,59,67
15706,67,72,40,74,61,66,90,15,75,22
15707,49,65,24,94,76,1,107,28,104,89
15708,3,80,101,50,15,40,6,86,81,82
15709,70,29,109,107,94,81,59,90,72,42
15710,65,3,33,88,28,64,35,110,48,69
15711,24,82,97,44,36,69,3,104,31,91
15712,72,101,16,57,40,74,94,91,48,76
15713,40,3,19,34,49,17,75,24,20,71
15714,57,54,3,104,76,67,37,5,75,20
15715,39,92,75,52,74,94,1,15,20,41
15716,81,94,40,29,3,63,11,24,108,19
15717,7,29,16,73,17,8,104,50,64,22
15718,87,48,66,26,67,107,9,92,31,99
15719,19,37,64,57,24,11,94,40,34,63
15720,97,81,82,96,32,65,108,59,68,41
15721,11,71,64,110,89,96,15,59,58,94
15722,64,7,26,28,27,104,65,75,110,98
15723,73,65,86,90,24,31,74,29,50,88
15724,69,34,84,39,67,47,104,71,93,101
15725,82,98,108,109,64,8,15,44,67,11
15726,72,73,91,94,15,26,69,52,57,24
15727,1,64,16,49,104,76,65,24,8,15
15728,96,109,65,88,15,74,44,103,72,64
15729,96,101,91,15,69,75,74,60,8,54
15730,109,65,64,47,15,55,69,105,110,50
15731,30,68,4,3,29,24,94,55,91,67
15732,72,8,75,34,69,47,28,102,59,66
15733,89,8,68,64,12,76,81,75,107,29
15734,81,7,25,94,73,67,15,65,69,24
15735,108,68,101,71,9,24,94,69,1,53
15736,69,15,75,67,66,60,24,47,2,62
15737,12,67,34,8,39,3,64,74,11,78
15738,70,44,39,38,32,17,110,74,64,96
15739,14,47,34,24,86,82,15,109,29,92
15740,69,94,85,90,29,91,6,1,75,51
15741,93,92,11,15,3,109,86,44,75,101
15742,18,59,104,5,25,96,27,101,75,109
15743,101,41,9,107,19,86,15,31,95,64
15744,74,3,91,66,31,73,104,101,94,29
15745,17,8,96,69,104,72,39,91,45,55
15746,61,64,65,29,35,55,88,74,86,84
15747,96,102,91,13,42,65,44,57,64,66
15748,71,4,84,32,40,64,97,93,51,5
15749,72,44,9,15,69,64,52,50,101,91
15750,90,110,91,64,74,66,81,38,1,54
15751,75,64,8,59,37,94,15,14,19,44
15752,82,60,86,15,35,29,57,11,94,88
15753,3,81,92,8,11,40,31,23,76,15
15754,64,31,69,89,15,102,67,81,9,39
15755,70,77,50,64,32,59,46,17,20,74
15756,52,74,1,66,71,40,11,75,57,64
15757,5,15,40,94,54,68,35,10,19,74
15758,44,58,75,104,71,95,31,70,13,97
15759,96,31,13,103,75,74,89,8,46,40
15760,8,86,67,11,41,103,64,29,69,1
15761,55,37,6,17,10,76,107,44,8,86
15762,41,86,54,31,64,26,69,1,74,106
15763,91,68,79,39,11,32,43,76,86,27
15764,1,41,19,99,11,15,8,3,106,89
15765,45,49,32,39,75,41,64,110,40,46
15766,15,25,69,55,102,24,36,20,31,71
15767,3,101,39,15,40,24,94,8,26,89
15768,78,104,13,72,93,3,57,40,64,49
15769,9,20,42,96,29,12,101,15,55,109
15770,82,39,26,55,96,101,88,64,60,24
15771,94,35,76,3,15,69,31,19,77,67
15772,69,32,101,75,50,71,64,20,3,10
15773,23,25,19,71,64,60,81,94,55,69
15774,68,90,65,69,3,22,64,92,36,109
15775,52,72,10,97,16,15,102,59,76,88
15776,5,40,65,91,34,73,20,86,67,15
15777,66,64,72,94,49,15,74,108,3,19
15778,20,96,104,8,93,4,81,82,27,94
15779,83,75,72,39,57,27,81,64,104,24
15780,59,84,107,32,64,40,15,94,34,50
15781,76,94,1,15,87,24,9,68,82,109
15782,69,32,12,75,11,3,101,64,67,4
15783,94,91,64,89,1,75,5,11,6,92
15784,69,72,15,29,68,42,64,86,1,104
15785,69,102,97,77,32,65,75,91,15,8
15786,69,37,60,7,41,28,86,22,12,95
15787,72,2,22,17,6,75,98,5,31,41
15788,3,15,31,40,52,55,106,75,81,82
15789,70,64,31,28,34,1,44,15,32,26
15790,17,41,39,15,71,60,108,31,109,65
15791,101,26,19,32,15,74,3,27,34,104
15792,73,4,3,75,71,52,25,92,68,110
15793,82,24,19,32,11,94,47,15,101,68
15794,20,71,104,24,1,9,72,15,64,32
15795,39,41,15,74,29,56,8,17,107,92
15796,96,69,31,75,26,103,68,76,64,1
15797,51,29,64,81,87,24,109,42,15,94
15798,104,71,31,75,60,74,34,76,69,20
15799,89,3,35,25,82,64,101,21,109,71
15800,22,11,101,68,5,72,9,15,57,82
15801,3,64,94,35,25,8,107,104,88,15
15802,3,34,32,50,30,81,72,74,86,27
15803,10,51,68,59,72,39,15,31,97,67
15804,8,92,73,22,86,105,108,94,25,19
15805,15,68,76,31,9,64,67,71,17,54
15806,81,65,88,33,34,64,94,1,42,19
15807,53,60,8,81,48,37,4,76,59,2
15808,84,96,29,105,35,70,57,88,64,24
15809,15,32,65,64,92,55,101,94,76,88
15810,8,59,65,19,12,101,30,75,76,86
15811,38,35,17,60,50,94,11,89,19,101
15812,101,3,66,74,20,35,36,67,110,90
15813,93,94,15,6,91,21,101,32,20,75
15814,53,110,64,69,40,107,17,4,55,89
15815,82,11,90,99,41,69,40,74,72,94
15816,49,17,19,1,32,109,75,65,29,107
15817,6,90,8,71,64,88,76,81,29,17
15818,74,37,89,58,94,41,31,79,64,69
15819,52,85,78,28,57,75,20,82,64,19
15820,19,3,72,32,81,66,82,110,104,38
15821,30,59,27,81,19,35,31,72,13,110
15822,71,60,20,101,74,90,8,72,49,7
15823,65,15,108,40,86,24,19,94,69,49
15824,82,64,74,66,57,13,91,101,109,67
15825,73,81,101,47,20,64,3,24,82,40
15826,12,56,57,106,55,84,58,45,4,92
15827,15,108,29,76,71,74,8,24,90,93
15828,3,86,74,27,93,58,4,20,69,81
15829,11,76,35,57,15,36,108,75,69,82
15830,81,14,69,47,75,91,72,11,106,40
15831,20,104,81,74,11,75,22,82,96,64
15832,76,69,22,81,68,52,49,40,47,71
15833,39,74,71,47,36,91,3,94,24,72
15834,41,21,110,11,14,92,30,78,1,89
15835,110,69,31,104,13,67,76,64,41,1
15836,101,54,40,106,24,63,21,5,74,75
15837,74,24,29,1,18,4,75,101,86,65
15838,3,8,65,20,86,1,71,68,91,81
15839,40,67,75,101,79,26,83,31,20,54
15840,39,75,74,23,94,5,21,109,50,72
15841,94,15,64,89,1,40,74,82,42,39
15842,24,110,39,3,11,20,96,69,72,103
15843,86,29,74,67,87,16,64,22,40,76
15844,101,3,103,76,57,108,64,75,41,94
15845,47,72,46,19,101,74,67,9,82,97
15846,4,68,92,52,101,24,40,81,109,1
15847,51,74,75,40,68,66,101,64,81,67
15848,34,69,30,3,65,15,86,101,68,38
15849,49,71,24,4,107,64,100,55,53,19
15850,43,65,25,66,86,104,76,52,15,71
15851,90,11,83,66,55,72,81,74,109,71
15852,30,72,20,55,47,109,66,31,94,45
15853,85,103,1,96,101,60,39,8,52,84
15854,18,55,96,74,78,102,70,26,68,89
15855,42,75,41,34,44,108,53,52,71,39
15856,53,64,28,3,41,20,31,50,29,109
15857,15,41,94,29,89,16,82,81,32,40
15858,69,67,60,102,15,20,64,74,94,87
15859,86,81,94,31,8,46,17,64,57,6
15860,91,3,98,75,74,82,92,19,64,42
15861,93,35,101,92,65,22,86,24,15,29
15862,66,42,91,35,65,70,40,15,64,9
15863,69,3,64,82,91,107,47,1,61,40
15864,82,91,8,11,42,73,3,86,101,26
15865,82,69,15,91,50,75,103,54,64,65
15866,8,72,103,64,82,87,91,31,81,9
15867,76,3,103,86,11,64,71,37,40,73
15868,24,57,92,94,102,108,3,61,1,75
15869,110,81,102,89,18,75,14,106,39,8
15870,64,3,12,76,36,29,81,88,92,82
15871,76,64,37,11,71,48,55,19,15,35
15872,74,40,72,89,26,69,32,94,59,64
15873,82,24,36,11,5,104,12,64,72,15
15874,50,15,88,64,27,8,4,11,24,69
15875,31,93,24,64,68,27,17,103,61,58
15876,75,5,96,70,50,24,104,4,42,69
15877,86,82,67,28,57,94,109,85,55,69
15878,67,32,64,55,71,108,101,94,21,86
15879,40,81,1,5,45,86,89,3,11,15
15880,71,13,11,69,8,31,64,86,10,94
15881,27,39,107,75,44,23,86,65,24,20
15882,40,74,3,89,101,64,82,24,69,19
15883,59,26,82,99,105,104,29,3,34,89
15884,48,20,61,32,44,71,64,89,40,29
15885,75,104,9,94,1,15,73,5,32,63
15886,24,65,104,84,89,75,74,90,96,94
15887,57,64,11,50,49,41,1,24,86,42
15888,46,25,74,20,75,67,70,96,45,94
15889,68,91,89,101,4,11,94,57,90,15
15890,65,94,39,5,24,53,69,20,49,3
15891,39,69,31,75,50,15,107,11,91,71
15892,96,81,94,31,12,1,75,18,5,32
15893,15,19,75,69,54,76,42,96,29,34
15894,69,31,83,68,52,25,84,81,19,32
15895,96,107,29,15,66,69,11,91,64,74
15896,63,61,53,94,15,29,24,55,26,64
15897,67,69,15,109,94,64,86,68,82,104
15898,49,47,86,34,19,65,75,96,68,69
15899,64,69,88,65,24,60,40,29,94,15
15900,82,60,98,94,24,73,15,42,57,74
15901,89,76,74,64,101,15,104,66,65,55
15902,94,20,58,8,98,57,55,2,25,27
15903,52,31,32,96,39,35,66,8,74,86
15904,67,1,75,104,19,50,76,45,44,65
15905,24,50,8,32,44,49,86,15,20,99
15906,82,64,15,47,39,40,67,31,32,25
15907,29,75,6,55,26,59,107,16,57,1
15908,87,44,75,73,78,64,103,32,107,74
15909,64,69,94,1,89,50,3,91,59,74
15910,96,91,35,76,34,50,82,32,59,94
15911,72,96,82,45,76,64,1,16,18,2
15912,12,69,11,20,81,64,96,76,32,29
15913,92,96,15,24,1,50,39,8,94,55
15914,32,10,83,19,82,94,89,40,105,64
15915,38,40,25,108,39,94,64,75,66,53
15916,86,52,40,42,75,69,104,101,64,66
15917,98,20,101,24,74,22,64,35,26,46
15918,26,55,86,102,45,24,39,31,94,50
15919,40,59,94,6,15,101,97,17,74,64
15920,82,104,11,61,71,43,31,60,59,8
15921,86,76,36,87,8,15,89,88,50,101
15922,109,108,32,72,99,75,55,66,43,17
15923,75,26,68,27,32,64,31,83,91,71
15924,101,15,29,86,67,82,69,42,6,75
15925,1,75,23,86,20,101,81,64,47,54
15926,96,24,79,67,81,108,74,60,39,55
15927,14,65,15,70,67,52,109,31,45,69
15928,65,41,91,75,42,74,89,26,39,72
15929,87,4,64,1,20,16,15,50,31,26
15930,64,91,15,54,57,35,11,93,81,60
15931,96,66,36,11,71,65,64,104,70,86
15932,90,46,48,55,74,20,56,15,60,22
15933,107,74,81,96,1,64,91,46,82,24
15934,47,46,68,91,67,104,81,92,52,4
15935,103,55,32,46,20,6,59,8,17,53
15936,89,97,15,9,65,1,47,73,104,92
